Neoplasm,Level,Parent,Malignant Primary,Malignant Secondary,Ca in situ,Benign,Uncertain Behavior,Unspecified Behavior
scrotum,3,male genital organs,C63.2,C79.82,D07.61,D29.4,D40.8,D49.59
mastectomy site(skin),2,skin NOS,C44.501,C79.2,,,,
specified as breast tissue,3,mastectomy site(skin),C50.8-,C79.81,,,,
"meatus, acoustic(external)",2,skin NOS,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
melanotic,2,skin NOS,,,,,,
Merkel cell,2,skin NOS,,,,,,
nates,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
neck,2,skin NOS,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
basal cell carcinoma,3,neck,C44.41,,,,,
specified type NEC,3,neck,C44.49,,,,,
squamous cell carcinoma,3,neck,C44.42,,,,,
nevus,2,skin NOS,,,,,,
nose(external),2,skin NOS,C44.301,C79.2,D04.39,D23.39,D48.5,D49.2
overlapping lesion,2,skin NOS,C44.80,,,,,
basal cell carcinoma,3,overlapping lesion,C44.81,,,,,
specified type NEC,3,overlapping lesion,C44.89,,,,,
squamous cell carcinoma,3,overlapping lesion,C44.82,,,,,
palm,2,skin NOS,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
palpebra,2,skin NOS,C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
basal cell carcinoma,3,palpebra,C44.11-,,,,,
sebaceous cell,3,palpebra,C44.13-,,,,,
specified type NEC,3,palpebra,C44.19-,,,,,
squamous cell carcinoma,3,palpebra,C44.12-,,,,,
penis NEC,2,skin NOS,C60.9,C79.82,D07.4,D29.0,D40.8,D49.59
perianal,2,skin NOS,C44.500,C79.2,D04.5,D23.5,D48.5,D49.2
perineum,2,skin NOS,C44.500,C79.2,D04.5,D23.5,D48.5,D49.2
pinna,2,skin NOS,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
plantar,2,skin NOS,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
popliteal fossa or space,2,skin NOS,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
prepuce,2,skin NOS,C60.0,C79.82,D07.4,D29.0,D40.8,D49.59
pubes,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
sacrococcygeal region,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
scalp,2,skin NOS,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
basal cell carcinoma,3,scalp,C44.41,,,,,
specified type NEC,3,scalp,C44.49,,,,,
squamous cell carcinoma,3,scalp,C44.42,,,,,
scapular region,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
scrotum,2,skin NOS,C63.2,C79.82,D07.61,D29.4,D40.8,D49.59
shoulder,2,skin NOS,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
sole(foot),2,skin NOS,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
specified sites NEC,2,skin NOS,C44.80,C79.2,D04.8,D23.9,D48.5,D49.2
basal cell carcinoma,3,specified sites NEC,C44.81,,,,,
specified type NEC,3,specified sites NEC,C44.89,,,,,
squamous cell carcinoma,3,specified sites NEC,C44.82,,,,,
specified type NEC,2,skin NOS,C44.99,,,,,
squamous cell carcinoma,2,skin NOS,C44.92,,,,,
submammary fold,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
supraclavicular region,2,skin NOS,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
temple,2,skin NOS,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
thigh,2,skin NOS,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
thoracic wall,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
thumb,2,skin NOS,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
toe,2,skin NOS,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
tragus,2,skin NOS,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
trunk,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
basal cell carcinoma,3,trunk,C44.519,,,,,
specified type NEC,3,trunk,C44.599,,,,,
squamous cell carcinoma,3,trunk,C44.529,,,,,
umbilicus,2,skin NOS,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
vulva,2,skin NOS,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
overlapping lesion,3,vulva,C51.8,,,,,
wrist,2,skin NOS,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
skull,1,Neoplasm, neoplastic,C41.0,C79.51,,D16.4-,D48.0,D49.2
soft parts or tissues,1,Neoplasm, neoplastic,,,,,,
specified site NEC,1,Neoplasm, neoplastic,C76.8,C79.89,D09.8,D36.7,D48.7,D49.89
spermatic cord,1,Neoplasm, neoplastic,C63.1-,C79.82,D07.69,D29.8,D40.8,D49.59
sphenoid,1,Neoplasm, neoplastic,C31.3,C78.39,D02.3,D14.0,D38.5,D49.1
bone,2,sphenoid,C41.0,C79.51,,D16.4-,D48.0,D49.2
sinus,2,sphenoid,C31.3,C78.39,D02.3,D14.0,D38.5,D49.1
sphincter,1,Neoplasm, neoplastic,,,,,,
anal,2,sphincter,C21.1,C78.5,D01.3,D12.9,D37.8,D49.0
of Oddi,2,sphincter,C24.0,C78.89,D01.5,D13.5,D37.6,D49.0
"spine, spinal(column)",1,Neoplasm, neoplastic,C41.2,C79.51,,D16.6,D48.0,D49.2
bulb,2,spine, spinal(column),C71.7,C79.31,,D33.1,D43.1,D49.6
coccyx,2,spine, spinal(column),C41.4,C79.51,,D16.8,D48.0,D49.2
cord(cervical) (lumbar) (sacral) (thoracic),2,spine, spinal(column),C72.0,C79.49,,D33.4,D43.4,D49.7
dura mater,2,spine, spinal(column),C70.1,C79.49,,D32.1,D42.1,D49.7
lumbosacral,2,spine, spinal(column),C41.2,C79.51,,D16.6,D48.0,D49.2
marrow NEC,2,spine, spinal(column),C96.9,C79.52,,,D47.9,D49.89
membrane,2,spine, spinal(column),C70.1,C79.49,,D32.1,D42.1,D49.7
meninges,2,spine, spinal(column),C70.1,C79.49,,D32.1,D42.1,D49.7
nerve(root),2,spine, spinal(column),C47.9,C79.89,,D36.10,D48.2,D49.2
pia mater,2,spine, spinal(column),C70.1,C79.49,,D32.1,D42.1,D49.7
root,2,spine, spinal(column),C47.9,C79.89,,D36.10,D48.2,D49.2
sacrum,2,spine, spinal(column),C41.4,C79.51,,D16.8,D48.0,D49.2
"spleen, splenic NEC",1,Neoplasm, neoplastic,C26.1,C78.89,D01.7,D13.9,D37.8,D49.0
flexure(colon),2,spleen, splenic NEC,C18.5,C78.5,D01.0,D12.3,D37.4,D49.0
"stem, brain",1,Neoplasm, neoplastic,C71.7,C79.31,,D33.1,D43.1,D49.6
Stensen's duct,1,Neoplasm, neoplastic,C07,C79.89,D00.00,D11.0,D37.030,D49.0
sternum,1,Neoplasm, neoplastic,C41.3,C79.51,,D16.7,D48.0,D49.2
stomach,1,Neoplasm, neoplastic,C16.9,C78.89,D00.2,D13.1,D37.1,D49.0
antrum(pyloric),2,stomach,C16.3,C78.89,D00.2,D13.1,D37.1,D49.0
body,2,stomach,C16.2,C78.89,D00.2,D13.1,D37.1,D49.0
cardia,2,stomach,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
cardiac orifice,2,stomach,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
corpus,2,stomach,C16.2,C78.89,D00.2,D13.1,D37.1,D49.0
fundus,2,stomach,C16.1,C78.89,D00.2,D13.1,D37.1,D49.0
greater curvature NEC,2,stomach,C16.6,C78.89,D00.2,D13.1,D37.1,D49.0
lesser curvature NEC,2,stomach,C16.5,C78.89,D00.2,D13.1,D37.1,D49.0
overlapping lesion,2,stomach,C16.8,,,,,
prepylorus,2,stomach,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
pylorus,2,stomach,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
wall NEC,2,stomach,C16.9,C78.89,D00.2,D13.1,D37.1,D49.0
anterior NEC,3,wall NEC,C16.8,C78.89,D00.2,D13.1,D37.1,D49.0
posterior NEC,3,wall NEC,C16.8,C78.89,D00.2,D13.1,D37.1,D49.0
"stroma, endometrial",1,Neoplasm, neoplastic,C54.1,C79.82,D07.0,D26.1,D39.0,D49.59
"stump, cervical",1,Neoplasm, neoplastic,C53.8,C79.82,D06.7,D26.0,D39.0,D49.59
subcutaneous(nodule) (tissue) NEC,1,Neoplasm, neoplastic,,,,,,
subdural,1,Neoplasm, neoplastic,C70.9,C79.32,,D32.9,D42.9,D49.7
"subglottis, subglottic",1,Neoplasm, neoplastic,C32.2,C78.39,D02.0,D14.1,D38.0,D49.1
sublingual,1,Neoplasm, neoplastic,C04.9,C79.89,D00.06,D10.2,D37.09,D49.0
gland or duct,2,sublingual,C08.1,C79.89,D00.00,D11.7,D37.031,D49.0
submandibular gland,1,Neoplasm, neoplastic,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
submaxillary gland or duct,1,Neoplasm, neoplastic,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
submental,1,Neoplasm, neoplastic,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
subpleural,1,Neoplasm, neoplastic,C34.9-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
substernal,1,Neoplasm, neoplastic,C38.1,C78.1,,D15.2,D38.3,D49.89
"sudoriferous, sudoriparous gland, site unspecified",1,Neoplasm, neoplastic,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
specified site,2,sudoriferous, sudoriparous gland, site unspecified,,,,,,
supraclavicular region,1,Neoplasm, neoplastic,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
supraglottis,1,Neoplasm, neoplastic,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
suprarenal,1,Neoplasm, neoplastic,C74.9-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
capsule,2,suprarenal,C74.9-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
cortex,2,suprarenal,C74.0-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
gland,2,suprarenal,C74.9-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
medulla,2,suprarenal,C74.1-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
suprasellar(region),1,Neoplasm, neoplastic,C71.9,C79.31,,D33.2,D43.2,D49.6
supratentorial(brain) NEC,1,Neoplasm, neoplastic,C71.0,C79.31,,D33.0,D43.0,D49.6
"sweat gland(apocrine) (eccrine), site unspecified",1,Neoplasm, neoplastic,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
specified site,2,sweat gland(apocrine) (eccrine), site unspecified,,,,,,
sympathetic nerve or nervous system NEC,1,Neoplasm, neoplastic,C47.9,C79.89,,D36.10,D48.2,D49.2
symphysis pubis,1,Neoplasm, neoplastic,C41.4,C79.51,,D16.8,D48.0,D49.2
synovial membrane,1,Neoplasm, neoplastic,,,,,,
"tapetum, brain",1,Neoplasm, neoplastic,C71.8,C79.31,,D33.2,D43.2,D49.6
tarsus(any bone),1,Neoplasm, neoplastic,C40.3-,C79.51,,D16.3-,,
temple(skin),1,Neoplasm, neoplastic,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
temporal,1,Neoplasm, neoplastic,,,,,,
bone,2,temporal,C41.0,C79.51,,D16.4-,D48.0,D49.2
lobe or pole,2,temporal,C71.2,C79.31,,D33.0,D43.0,D49.6
region,2,temporal,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
skin,3,region,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
tendon(sheath),1,Neoplasm, neoplastic,,,,,,
tentorium(cerebelli),1,Neoplasm, neoplastic,C70.0,C79.32,,D32.0,D42.0,D49.7
"testis, testes",1,Neoplasm, neoplastic,C62.9-,C79.82,D07.69,D29.2-,D40.1-,D49.59
descended,2,testis, testes,C62.1-,C79.82,D07.69,D29.2-,D40.1-,D49.59
ectopic,2,testis, testes,C62.0-,C79.82,D07.69,D29.2-,D40.1-,D49.59
retained,2,testis, testes,C62.0-,C79.82,D07.69,D29.2-,D40.1-,D49.59
scrotal,2,testis, testes,C62.1-,C79.82,D07.69,D29.2-,D40.1-,D49.59
undescended,2,testis, testes,C62.0-,C79.82,D07.69,D29.2-,D40.1-,D49.59
unspecified whether descended or undescended,2,testis, testes,C62.9-,C79.82,D07.69,D29.2-,D40.1-,D49.59
thalamus,1,Neoplasm, neoplastic,C71.0,C79.31,,D33.0,D43.0,D49.6
thigh NEC,1,Neoplasm, neoplastic,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
"thorax, thoracic(cavity) (organs NEC)",1,Neoplasm, neoplastic,C76.1,C79.89,D09.8,D36.7,D48.7,D49.89
duct,2,thorax, thoracic(cavity) (organs NEC),C49.3,C79.89,,D21.3,D48.1,D49.2
wall NEC,2,thorax, thoracic(cavity) (organs NEC),C76.1,C79.89,D09.8,D36.7,D48.7,D49.89
throat,1,Neoplasm, neoplastic,C14.0,C79.89,D00.08,D10.9,D37.05,D49.0
thumb NEC,1,Neoplasm, neoplastic,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
thymus(gland),1,Neoplasm, neoplastic,C37,C79.89,D09.3,D15.0,D38.4,D49.89
thyroglossal duct,1,Neoplasm, neoplastic,C73,C79.89,D09.3,D34,D44.0,D49.7
thyroid(gland),1,Neoplasm, neoplastic,C73,C79.89,D09.3,D34,D44.0,D49.7
cartilage,2,thyroid(gland),C32.3,C78.39,D02.0,D14.1,D38.0,D49.1
tibia(any part),1,Neoplasm, neoplastic,C40.2-,C79.51,,D16.2-,,
toe NEC,1,Neoplasm, neoplastic,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
tongue,1,Neoplasm, neoplastic,C02.9,C79.89,D00.07,D10.1,D37.02,D49.0
anterior(two-thirds) NEC,2,tongue,C02.3,C79.89,D00.07,D10.1,D37.02,D49.0
dorsal surface,3,anterior(two-thirds) NEC,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
ventral surface,3,anterior(two-thirds) NEC,C02.2,C79.89,D00.07,D10.1,D37.02,D49.0
base(dorsal surface),2,tongue,C01,C79.89,D00.07,D10.1,D37.02,D49.0
border(lateral),2,tongue,C02.1,C79.89,D00.07,D10.1,D37.02,D49.0
dorsal surface NEC,2,tongue,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
fixed part NEC,2,tongue,C01,C79.89,D00.07,D10.1,D37.02,D49.0
foreamen cecum,2,tongue,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
frenulum linguae,2,tongue,C02.2,C79.89,D00.07,D10.1,D37.02,D49.0
junctional zone,2,tongue,C02.8,C79.89,D00.07,D10.1,D37.02,D49.0
margin(lateral),2,tongue,C02.1,C79.89,D00.07,D10.1,D37.02,D49.0
midline NEC,2,tongue,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
mobile part NEC,2,tongue,C02.3,C79.89,D00.07,D10.1,D37.02,D49.0
overlapping lesion,2,tongue,C02.8,,,,,
posterior(third),2,tongue,C01,C79.89,D00.07,D10.1,D37.02,D49.0
root,2,tongue,C01,C79.89,D00.07,D10.1,D37.02,D49.0
surface(dorsal),2,tongue,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
base,3,surface(dorsal),C01,C79.89,D00.07,D10.1,D37.02,D49.0
ventral,3,surface(dorsal),C02.2,C79.89,D00.07,D10.1,D37.02,D49.0
tip,2,tongue,C02.1,C79.89,D00.07,D10.1,D37.02,D49.0
tonsil,2,tongue,C02.4,C79.89,D00.07,D10.1,D37.02,D49.0
tonsil,1,Neoplasm, neoplastic,C09.9,C79.89,D00.08,D10.4,D37.05,D49.0
"fauces, faucial",2,tonsil,C09.9,C79.89,D00.08,D10.4,D37.05,D49.0
lingual,2,tonsil,C02.4,C79.89,D00.07,D10.1,D37.02,D49.0
overlapping sites,2,tonsil,C09.8,,,,,
palatine,2,tonsil,C09.9,C79.89,D00.08,D10.4,D37.05,D49.0
pharyngeal,2,tonsil,C11.1,C79.89,D00.08,D10.6,D37.05,D49.0
pillar(anterior) (posterior),2,tonsil,C09.1,C79.89,D00.08,D10.5,D37.05,D49.0
tonsillar fossa,1,Neoplasm, neoplastic,C09.0,C79.89,D00.08,D10.5,D37.05,D49.0
tooth socket NEC,1,Neoplasm, neoplastic,C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
trachea(cartilage) (mucosa),1,Neoplasm, neoplastic,C33,C78.39,D02.1,D14.2,D38.1,D49.1
overlapping lesion with bronchus or lung,2,trachea(cartilage) (mucosa),C34.8-,,,,,
tracheobronchial,1,Neoplasm, neoplastic,C34.8-,C78.39,D02.1,D14.2,D38.1,D49.1
overlapping lesion with lung,2,tracheobronchial,C34.8-,,,,,
tragus,1,Neoplasm, neoplastic,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
trunk NEC,1,Neoplasm, neoplastic,C76.8,C79.89,D04.5,D36.7,D48.7,D49.89
tubo-ovarian,1,Neoplasm, neoplastic,C57.8,C79.82,D07.39,D28.7,D39.8,D49.59
tunica vaginalis,1,Neoplasm, neoplastic,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
turbinate(bone),1,Neoplasm, neoplastic,C41.0,C79.51,,D16.4-,D48.0,D49.2
nasal,2,turbinate(bone),C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
tympanic cavity,1,Neoplasm, neoplastic,C30.1,C78.39,D02.3,D14.0,D38.5,D49.1
ulna(any part),1,Neoplasm, neoplastic,C40.0-,C79.51,,D16.0-,,
"umbilicus, umbilical",1,Neoplasm, neoplastic,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
"uncus, brain",1,Neoplasm, neoplastic,C71.2,C79.31,,D33.0,D43.0,D49.6
unknown site or unspecified,1,Neoplasm, neoplastic,C80.1,C79.9,D09.9,D36.9,D48.9,D49.9
urachus,1,Neoplasm, neoplastic,C67.7,C79.11,D09.0,D30.3,D41.4,D49.4
"ureter, ureteral",1,Neoplasm, neoplastic,C66.-,C79.19,D09.19,D30.2-,D41.2-,D49.59
orifice(bladder),2,ureter, ureteral,C67.6,C79.11,D09.0,D30.3,D41.4,D49.4
ureter-bladder(junction),1,Neoplasm, neoplastic,C67.6,C79.11,D09.0,D30.3,D41.4,D49.4
"urethra, urethral(gland)",1,Neoplasm, neoplastic,C68.0,C79.19,D09.19,D30.4,D41.3,D49.59
"orifice, internal",2,urethra, urethral(gland),C67.5,C79.11,D09.0,D30.3,D41.4,D49.4
urethrovaginal(septum),1,Neoplasm, neoplastic,C57.9,C79.82,D07.30,D28.9,D39.8,D49.59
urinary organ or system,1,Neoplasm, neoplastic,C68.9,C79.10,D09.10,D30.9,D41.9,D49.59
bladder,2,urinary organ or system,,,,,,
overlapping lesion,2,urinary organ or system,C68.8,,,,,
specified sites NEC,2,urinary organ or system,C68.8,C79.19,D09.19,D30.8,D41.8,D49.59
utero-ovarian,1,Neoplasm, neoplastic,C57.8,C79.82,D07.39,D28.7,D39.8,D49.59
ligament,2,utero-ovarian,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
uterosacral ligament,1,Neoplasm, neoplastic,C57.3,C79.82,,D28.2,D39.8,D49.59
"uterus, uteri, uterine",1,Neoplasm, neoplastic,C55,C79.82,D07.0,D26.9,D39.0,D49.59
adnexa NEC,2,uterus, uteri, uterine,C57.4,C79.82,D07.39,D28.7,D39.8,D49.59
body,2,uterus, uteri, uterine,C54.9,C79.82,D07.0,D26.1,D39.0,D49.59
cervix,2,uterus, uteri, uterine,C53.9,C79.82,D06.9,D26.0,D39.0,D49.59
cornu,2,uterus, uteri, uterine,C54.9,C79.82,D07.0,D26.1,D39.0,D49.59
corpus,2,uterus, uteri, uterine,C54.9,C79.82,D07.0,D26.1,D39.0,D49.59
endocervix(canal) (gland),2,uterus, uteri, uterine,C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
endometrium,2,uterus, uteri, uterine,C54.1,C79.82,D07.0,D26.1,D39.0,D49.59
exocervix,2,uterus, uteri, uterine,C53.1,C79.82,D06.1,D26.0,D39.0,D49.59
external os,2,uterus, uteri, uterine,C53.1,C79.82,D06.1,D26.0,D39.0,D49.59
fundus,2,uterus, uteri, uterine,C54.3,C79.82,D07.0,D26.1,D39.0,D49.59
internal os,2,uterus, uteri, uterine,C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
isthmus,2,uterus, uteri, uterine,C54.0,C79.82,D07.0,D26.1,D39.0,D49.59
ligament,2,uterus, uteri, uterine,C57.3,C79.82,,D28.2,D39.8,D49.59
broad,3,ligament,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
round,3,ligament,C57.2,C79.82,,D28.2,D39.8,D49.59
lower segment,2,uterus, uteri, uterine,C54.0,C79.82,D07.0,D26.1,D39.0,D49.59
myometrium,2,uterus, uteri, uterine,C54.2,C79.82,D07.0,D26.1,D39.0,D49.59
overlapping sites,2,uterus, uteri, uterine,C54.8,,,,,
squamocolumnar junction,2,uterus, uteri, uterine,C53.8,C79.82,D06.7,D26.0,D39.0,D49.59
tube,2,uterus, uteri, uterine,C57.0-,C79.82,D07.39,D28.2,D39.8,D49.59
"utricle, prostatic",1,Neoplasm, neoplastic,C68.0,C79.19,D09.19,D30.4,D41.3,D49.59
uveal tract,1,Neoplasm, neoplastic,C69.4-,C79.49,D09.2-,D31.4-,D48.7,D49.89
uvula,1,Neoplasm, neoplastic,C05.2,C79.89,D00.04,D10.39,D37.09,D49.0
"vagina, vaginal(fornix) (vault) (wall)",1,Neoplasm, neoplastic,C52,C79.82,D07.2,D28.1,D39.8,D49.59
vaginovesical,1,Neoplasm, neoplastic,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
septum,2,vaginovesical,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
vallecula(epigiottis),1,Neoplasm, neoplastic,C10.0,C79.89,D00.08,D10.5,D37.05,D49.0
vas deferens,1,Neoplasm, neoplastic,C63.1-,C79.82,D07.69,D29.8,D40.8,D49.59
vascular,1,Neoplasm, neoplastic,,,,,,
Vater's ampulla,1,Neoplasm, neoplastic,C24.1,C78.89,D01.5,D13.5,D37.6,D49.0
"vein, venous",1,Neoplasm, neoplastic,,,,,,
vena cava(abdominal) (inferior),1,Neoplasm, neoplastic,C49.4,C79.89,,D21.4,D48.1,D49.2
superior,2,vena cava(abdominal) (inferior),C49.3,C79.89,,D21.3,D48.1,D49.2
ventricle(cerebral) (floor) (lateral) (third),1,Neoplasm, neoplastic,C71.5,C79.31,,D33.0,D43.0,D49.6
cardiac(left) (right),2,ventricle(cerebral) (floor) (lateral) (third),C38.0,C79.89,,D15.1,D48.7,D49.89
fourth,2,ventricle(cerebral) (floor) (lateral) (third),C71.7,C79.31,,D33.1,D43.1,D49.6
ventricular band of larynx,1,Neoplasm, neoplastic,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
ventriculus,1,Neoplasm, neoplastic,,,,,,
vermillion border,1,Neoplasm, neoplastic,,,,,,
"vermis, cerebellum",1,Neoplasm, neoplastic,C71.6,C79.31,,D33.1,D43.1,D49.6
vertebra(column),1,Neoplasm, neoplastic,C41.2,C79.51,,D16.6,D48.0,D49.2
coccyx,2,vertebra(column),C41.4,C79.51,,D16.8-,D48.0,D49.2
marrow NEC,2,vertebra(column),C96.9,C79.52,,,D47.9,D49.89
sacrum,2,vertebra(column),C41.4,C79.51,,D16.8-,D48.0,D49.2
vesical,1,Neoplasm, neoplastic,,,,,,
"vesicle, seminal",1,Neoplasm, neoplastic,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
vesicocervical tissue,1,Neoplasm, neoplastic,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
vesicorectal,1,Neoplasm, neoplastic,C76.3,C79.82,D09.8,D36.7,D48.7,D49.89
vesicovaginal,1,Neoplasm, neoplastic,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
septum,2,vesicovaginal,C57.9,C79.82,D07.30,D28.9,D39.8,D49.59
vessel(blood),1,Neoplasm, neoplastic,,,,,,
"vestibular gland, greater",1,Neoplasm, neoplastic,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
vestibule,1,Neoplasm, neoplastic,,,,,,
mouth,2,vestibule,C06.1,C79.89,D00.00,D10.39,D37.09,D49.0
nose,2,vestibule,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
Virchow's gland,1,Neoplasm, neoplastic,C77.0,C77.0,,D36.0,D48.7,D49.89
viscera NEC,1,Neoplasm, neoplastic,C76.8,C79.89,D09.8,D36.7,D48.7,D49.89
vocal cords(true),1,Neoplasm, neoplastic,C32.0,C78.39,D02.0,D14.1,D38.0,D49.1
false,2,vocal cords(true),C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
vomer,1,Neoplasm, neoplastic,C41.0,C79.51,,D16.4-,D48.0,D49.2
vulva,1,Neoplasm, neoplastic,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
vulvovaginal gland,1,Neoplasm, neoplastic,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
Waldeyer's ring,1,Neoplasm, neoplastic,C14.2,C79.89,D00.08,D10.9,D37.05,D49.0
Wharton's duct,1,Neoplasm, neoplastic,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
white matter(central) (cerebral),1,Neoplasm, neoplastic,C71.0,C79.31,,D33.0,D43.0,D49.6
windpipe,1,Neoplasm, neoplastic,C33,C78.39,D02.1,D14.2,D38.1,D49.1
Wirsung's duct,1,Neoplasm, neoplastic,C25.3,C78.89,D01.7,D13.6,D37.8,D49.0
wolffian(body) (duct),1,Neoplasm, neoplastic,,,,,,
female,2,wolffian(body) (duct),C57.7,C79.82,D07.39,D28.7,D39.8,D49.59
male,2,wolffian(body) (duct),C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
womb,1,Neoplasm, neoplastic,,,,,,
wrist NEC,1,Neoplasm, neoplastic,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
xiphoid process,1,Neoplasm, neoplastic,C41.3,C79.51,,D16.7,D48.0,D49.2
Zuckerkandl organ,1,Neoplasm, neoplastic,C75.5,C79.89,,D35.6,D44.7,D49.7
