histology,behavior,preferred,description
8343,3,0,Encapsulated papillary carcinoma (C73.9)
8343,3,0,"Follicular variant of papillary thyroid carcinoma, encapsulated invasive (invasive EFVPTC) (C73.9) (2017+)"
8343,3,0,"Follicular variant of papillary thyroid carcinoma, encapsulated, NOS (EFVPTC, NOS) (C73.9) (2017+)"
8343,3,0,"Follicular variant of papillary thyroid carcinoma, invasive encapsulated (invasive EFVPTC) (C73.9) (2017+)"
8343,3,0,Invasive encapsulated follicular variant of papillary thyroid carcinoma (invasive EFVPTC) (C73.9) (2017+)
8343,3,0,"Papillary thyroid carcinoma, follicular variant, encapsulated Invasive (invasive EFVPTC) (C73.9) (2017+)"
8343,3,0,"Papillary thyroid carcinoma, follicular variant, encapsulated, NOS (EFVPTC, NOS) (C73.9) (2017+)"
8343,3,0,"Papillary thyroid carcinoma, follicular variant, invasive encapsulated (invasive EFVPTC) (C73.9) (2017+)"
8343,3,0,"Papillary thyroid carcinoma, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) (2017+)"
8344,3,1,"Papillary carcinoma, columnar cell (C73.9)"
8344,3,0,"Carcinoma, papillary, columnar cell (C73.9)"
8344,3,0,"Carcinoma, papillary, tall cell (C73.9)"
8344,3,0,Columnar cell papillary carcinoma (C73.9)
8344,3,0,"Papillary carcinoma, tall cell (C73.9)"
8344,3,0,Tall cell papillary carcinoma (C73.9)
8345,3,1,Medullary carcinoma (C73.9) [FOR THYROID 2018+. FOR BREAST FOR ALL YEARS USE 8510.]
8345,3,0,"Amyloid stroma, medullary carcinoma with (C73.9)"
8345,3,0,C cell carcinoma (C73.9)
8345,3,0,"Carcinoma, C cell (C73.9)"
8345,3,0,"Carcinoma, medullary with amyloid stroma (C73.9)"
8345,3,0,"Carcinoma, parafollicular cell (C73.9)"
8345,3,0,Medullary carcinoma with amyloid stroma (C73.9)
8345,3,0,Parafollicular cell carcinoma (C73.9)
8346,3,1,Mixed medullary-follicular carcinoma (C73.9)
8346,3,0,"Carcinoma, follicular-medullary, mixed (C73.9)"
8346,3,0,"Carcinoma, mixed follicular-medullary (C73.9)"
8346,3,0,"Carcinoma, mixed medullary-follicular (C73.9)"
8346,3,0,"Follicular-medullary carcinoma, mixed (C73.9)"
8346,3,0,"Medullary-follicular carcinoma, mixed (C73.9)"
8346,3,0,Mixed follicular-medullary carcinoma (C73.9)
8347,3,1,Mixed medullary-papillary carcinoma (C73.9)
8347,3,0,"Carcinoma, mixed medullary-papillary (C73.9)"
8347,3,0,"Carcinoma, mixed papillary-medullary (C73.9)"
8347,3,0,"Carcinoma, papillary-medullary, mixed (C73.9)"
8347,3,0,"Medullary-papillary carcinoma, mixed (C73.9)"
8347,3,0,Mixed papillary-medullary carcinoma (C73.9)
8347,3,0,"Papillary-medullary carcinoma, mixed (C73.9)"
8348,1,1,Well differentiated tumor of uncertain malignant potential (C73.9) [2021+]
8348,1,0,"Tumor of uncertain malignant potential, well differentiated (C73.9) [2021+]"
8349,1,1,"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Carcinoma, encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Carcinoma, papillary thyroid, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"EFVPTC (Encapsulated follicular variant of papillary thyroid carcinoma), non-invasive (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Follicular thyroid neoplasm w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Follicular variant of papillary thyroid carcinoma, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Follicular variant of papillary thyroid carcinoma, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"FTP, non-invasive (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Neoplasm, follicular thyroid w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"NIFTP (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Non-invasive EFVPTC (encapsulated follicular variant of papillary thyroid carcinoma) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Non-invasive encapsulated follicular variant of papillary thyroid carcinoma (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Non-invasive FTP (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8349,1,0,"Papillary thyroid carcinoma, follicular variant, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
8350,3,1,Nonencapsulated sclerosing carcinoma (C73.9)
8350,3,0,"Adenocarcinoma, nonencapsulated sclerosing (C73.9)"
8350,3,0,"Adenocarcinoma, sclerosing, nonencapsulated (C73.9)"
8350,3,0,"Carcinoma, nonencapsulated sclerosing (C73.9)"
8350,3,0,"Carcinoma, papillary, diffuse sclerosing (C73.9)"
8350,3,0,"Carcinoma, sclerosing, nonencapsulated (C73.9)"
8350,3,0,"Diffuse papillary carcinoma, sclerosing (C73.9)"
8350,3,0,Nonencapsulated sclerosing adenocarcinoma (C73.9)
8350,3,0,Nonencapsulated sclerosing tumor (C73.9)
8350,3,0,"Papillary carcinoma, diffuse sclerosing (C73.9)"
8350,3,0,"Sclerosing adenocarcinoma, nonencapsulated (C73.9)"
8350,3,0,"Sclerosing carcinoma, nonencapsulated (C73.9)"
8350,3,0,"Sclerosing carcinoma, papillary, diffuse (C73.9)"
8350,3,0,"Sclerosing papillary carcinoma, diffuse (C73.9)"
8350,3,0,"Sclerosing tumor, nonencapsulated (C73.9)"
8350,3,0,"Tumor, nonencapsulated sclerosing (C73.9)"
8350,3,0,"Tumor, sclerosing, nonencapsulated (C73.9)"
8360,1,1,Multiple endocrine adenomas
8360,1,0,"Adenomas, multiple, endocrine"
8360,1,0,"Adenomatosis, endocrine"
8360,1,0,"Endocrine adenomas, multiple"
8360,1,0,Endocrine adenomatosis
8360,1,0,"Multiple adenomas, endocrine"
8361,0,1,Juxtaglomerular tumor (C64.9)
8361,0,0,Reninoma (C64.9)
8361,0,0,"Tumor, juxtaglomerular (C64.9)"
8370,0,1,"Adrenal cortical adenoma, NOS (C74.0)"
8370,0,0,"Adenoma, adrenal cortical, NOS (C74.0)"
8370,0,0,"Adrenal cortical tumor, benign (C74.0)"
8370,0,0,"Adrenal cortical tumor, NOS (C74.0)"
8370,0,0,"Tumor, adrenal cortical, benign (C74.0)"
8370,0,0,"Tumor, adrenal cortical, NOS (C74.0)"
8370,3,1,Adrenal cortical carcinoma (C74.0)
8370,3,0,"Adenocarcinoma, adrenal cortical (C74.0)"
8370,3,0,Adrenal cortical adenocarcinoma (C74.0)
8370,3,0,"Adrenal cortical tumor, malignant (C74.0)"
8370,3,0,"Carcinoma, adrenal cortical (C74.0)"
8370,3,0,"Tumor, adrenal cortical, malignant (C74.0)"
8371,0,1,"Adrenal cortical adenoma, compact cell (C74.0)"
8371,0,0,"Adenoma, adrenal cortical, compact cell (C74.0)"
8371,0,0,Compact cell adrenal cortical adenoma (C74.0)
8372,0,1,"Adrenal cortical adenoma, pigmented (C74.0)"
8372,0,0,"Adenoma, adrenal cortical, pigmented (C74.0)"
8372,0,0,"Adenoma, black (C74.0)"
8372,0,0,"Adenoma, pigmented (C74.0)"
8372,0,0,Black adenoma (C74.0)
8372,0,0,Pigmented adenoma (C74.0)
8372,0,0,Pigmented adrenal cortical adenoma (C74.0)
8373,0,1,"Adrenal cortical adenoma, clear cell (C74.0)"
8373,0,0,"Adenoma, adrenal cortical, clear cell (C74.0)"
8373,0,0,Clear cell adrenal cortical adenoma (C74.0)
8374,0,1,"Adrenal cortical adenoma, glomerulosa cell (C74.0)"
8374,0,0,"Adenoma, adrenal cortical, glomerulosa cell (C74.0)"
8374,0,0,"Glomerulosa cell, adrenal cortical adenoma (C74.0)"
8375,0,1,"Adrenal cortical adenoma, mixed cell (C74.0)"
8375,0,0,"Adenoma, adrenal cortical, mixed cell (C74.0)"
8375,0,0,"Mixed cell, adrenal cortical adenoma (C74.0)"
8380,0,1,"Endometrioid adenoma, NOS"
8380,0,0,"Adenoma, endometrioid, NOS"
8380,0,0,"Cystadenoma, endometrioid, NOS"
8380,0,0,"Endometrioid cystadenoma, NOS"
8380,1,1,"Endometrioid adenoma, borderline malignancy"
8380,1,0,"Adenoma, endometrioid, borderline malignancy"
8380,1,0,Atypical proliferative endometrioid tumor
8380,1,0,"Cystadenoma, endometrioid, borderline malignancy"
8380,1,0,"Endometrioid cystadenoma, borderline malignancy"
8380,1,0,Endometrioid tumor of low malignant potential
8380,1,0,"Endometrioid tumor, atypical proliferative"
8380,1,0,"Low malignant potential, endometrioid tumor"
8380,1,0,"Proliferative endometrioid tumor, atypical"
8380,1,0,"Tumor, endometrioid of low malignant potential (C56.9)"
8380,1,0,"Tumor, endometrioid, atypical proliferative"
8380,2,1,Endometrioid intraepithelial neoplasia (C54._) [2018+; REPORTABLE 2021+]
8380,2,0,Atypical hyperplasia of the endometrium (C54._) [2018+; REPORTABLE 2021+]
8380,2,0,Atypical hyperplasia/Endometrioid intraepithelial neoplasm (C54._) [2018+; REPORTABLE 2021+]
8380,2,0,Endometrioid intraepithelial neoplasm/Atypical hyperplasia (C54._) [2018+; REPORTABLE 2021+]
8380,3,1,"Endometrioid adenocarcinoma, NOS"
8380,3,0,"Adenocarcinoma, endometrioid, NOS"
8380,3,0,"Carcinoma, endometrioid, NOS"
8380,3,0,"Cystadenocarcinoma, endometrioid"
8380,3,0,"Endometrioid carcinoma, NOS"
8380,3,0,Endometrioid cystadenocarcinoma
8381,0,1,"Endometrioid adenofibroma, NOS"
8381,0,0,"Adenofibroma, endometrioid, NOS"
8381,0,0,"Cystadenofibroma, endometrioid, NOS"
8381,0,0,"Endometrioid cystadenofibroma, NOS"
8381,1,1,"Endometrioid adenofibroma, borderline malignancy"
8381,1,0,"Adenofibroma, endometrioid, borderline malignancy"
8381,1,0,"Cystadenofibroma, endometrioid, borderline malignancy"
8381,1,0,"Endometrioid cystadenofibroma, borderline malignancy"
8381,3,1,"Endometrioid adenofibroma, malignant"
8381,3,0,"Adenofibroma, endometrioid, malignant"
8381,3,0,"Cystadenofibroma, endometrioid, malignant"
8381,3,0,"Endometrioid cystadenofibroma, malignant"
8382,3,1,"Endometrioid adenocarcinoma, secretory variant"
8382,3,0,"Adenocarcinoma, endometrioid, secretory variant"
8382,3,0,"secretory variant, endometrioid adenocarcinoma"
8383,3,1,"Endometrioid adenocarcinoma, ciliated cell variant"
8383,3,0,"Adenocarcinoma, endometrioid, ciliated cell variant"
8383,3,0,"Ciliated cell variant, endometrioid adenocarcinoma"
8384,3,1,"Adenocarcinoma, endocervical type"
8384,3,0,Endocervical type adenocarcinoma
8390,0,1,Skin appendage adenoma (C44._)
8390,0,0,"Adenoma, skin appendage (C44._)"
8390,0,0,"Adnexal tumor, benign (C44._)"
8390,0,0,"Skin appendage tumor, benign (C44._)"
8390,0,0,"Tumor, adnexal, benign (C44._)"
8390,0,0,"Tumor, skin appendage, benign (C44._)"
8390,3,1,Adnexal adenocarcinoma (C44. _)
8390,3,0,"Adenocarcinoma, adnexal (C44._)"
8390,3,0,Adnexal carcinoma (C44._)
8390,3,0,"Carcinoma, adnexal (C44._)"
8390,3,0,"Carcinoma, skin appendage (C44._)"
8390,3,0,Skin appendage carcinoma (C44._)
8391,0,1,Follicular fibroma (C44._)
8391,0,0,Fibrofolliculoma (C44._)
8391,0,0,"Fibroma, follicular (C44._)"
8391,0,0,"Fibroma, perifollicular (C44._)"
8391,0,0,Perifollicular fibroma (C44._)
8391,0,0,Trichodiscoma (C44._)
8392,0,1,Syringofibroadenoma (C44._)
8400,0,1,Sweat gland adenoma (C44._)
8400,0,0,"Adenoma, sweat gland (C44._)"
8400,0,0,"Hidradenoma, NOS (C44._)"
8400,0,0,"Sweat gland tumor, benign (C44._)"
8400,0,0,"Syringadenoma, NOS (C44._)"
8400,0,0,"Tumor, sweat gland, benign (C44._)"
8400,1,1,"Sweat gland tumor, NOS (C44._)"
8400,1,0,"Tumor, sweat gland, NOS (C44._)"
8400,3,1,Sweat gland adenocarcinoma (C44._)
8400,3,0,"Adenocarcinoma, sweat gland (C44._)"
8400,3,0,"Carcinoma, sweat gland (C44._)"
8400,3,0,Sweat gland carcinoma (C44._)
8400,3,0,"Sweat gland tumor, malignant (C44._)"
8400,3,0,"Tumor, sweat gland, malignant (C44._)"
8401,0,1,Apocrine adenoma
8401,0,0,"Adenoma, apocrine"
8401,0,0,Apocrine cystadenoma
8401,0,0,"Cystadenoma, apocrine"
8401,3,1,Apocrine adenocarcinoma
8401,3,0,"Adenocarcinoma, apocrine"
8402,0,1,Nodular hidradenoma (C44._)
8402,0,0,"Acrospiroma, eccrine (C44._)"
8402,0,0,Clear cell hidradenoma (C44._)
8402,0,0,Eccrine acrospiroma (C44._)
8402,0,0,"Hidradenoma, clear cell (C44._)"
8402,0,0,"Hidradenoma, nodular (C44._)"
8402,3,1,Hidradenocarcinoma (C44. _)
8402,3,0,"Hidradenoma, nodular, malignant (C44._)"
8402,3,0,"Nodular hidradenoma, malignant (C44._)"
8403,0,1,Eccrine spiradenoma (C44._)
8403,0,0,"Spiradenoma, eccrine (C44._)"
8403,0,0,"Spiradenoma, NOS (C44._)"
8403,3,1,Malignant eccrine spiradenoma (C44._)
8403,3,0,"Eccrine spiradenoma, malignant (C44._)"
8403,3,0,"Spiradenoma, eccrine, malignant (C44._)"
8404,0,1,Hidrocystoma (C44._)
8404,0,0,"Cystadenoma, eccrine (C44._)"
8404,0,0,Eccrine cystadenoma (C44._)
8405,0,1,Papillary hidradenoma
8405,0,0,Hidradenoma papilliferum
8405,0,0,"Hidradenoma, papillary"
8405,0,0,"Papilliferum, hidradenoma"
8406,0,1,Papillary syringadenoma (C44._)
8406,0,0,Papillary syringocystadenoma (C44._)
8406,0,0,"Papilliferum, syringocystadenoma"
8406,0,0,"Syringadenoma, papillary (C44._)"
8406,0,0,Syringocystadenoma papilliferum
8406,0,0,"Syringocystadenoma, papillary (C44._)"
8406,3,1,Syringocystadenocarcinoma papilliferum [2022+]
8406,3,0,"Papilliferum, syringocystadenocarcinoma [2022+]"
8407,0,1,"Syringoma, NOS (C44._)"
8407,3,1,Microcystic adnexal carcinoma (C44. _)
8407,3,0,"Adnexal carcinoma, microcystic (C44._)"
8407,3,0,"Adnexal microcystic, carcinoma (C44._)"
8407,3,0,"Carcinoma, adnexal, microcystic (C44._)"
8407,3,0,"Carcinoma, microcystic adnexal (C44._)"
8407,3,0,"Carcinoma, sclerosing sweat duct (C44._)"
8407,3,0,"Carcinoma, sweat duct, sclerosing (C44._)"
8407,3,0,"Carcinoma, syringomatous (C44._)"
8407,3,0,"Duct carcinoma, sclerosing sweat (C44._)"
8407,3,0,Sclerosing sweat duct carcinoma (C44._)
8407,3,0,"Sweat duct carcinoma, sclerosing (C44._)"
8407,3,0,Syringomatous carcinoma (C44._)
8408,0,1,Eccrine papillary adenoma (C44._)
8408,0,0,"Adenoma, eccrine papillary (C44._)"
8408,0,0,"Adenoma, papillary, eccrine (C44._)"
8408,0,0,"Eccrine adenoma, papillary (C44._)"
8408,0,0,"Papillary adenoma, eccrine (C44._)"
8408,1,1,Aggressive digital papillary adenoma (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]
8408,1,0,"Adenoma, aggressive digital papillary (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]"
8408,1,0,"Adenoma, digital papillary, aggressive (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]"
8408,1,0,"Adenoma, papillary, aggressive digital (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]"
8408,1,0,"Aggressive papillary adenoma, digital (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]"
8408,1,0,"Digital papillary adenoma, aggressive (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]"
8408,1,0,"Papillary adenoma, aggressive digital (C44._) [PRE-2021 NOT REPORTABLE; FOR 2021+ USE CODE 8408/3.]"
8408,3,1,Digital papillary adenocarcinoma (C44. _)
8408,3,0,"Adenocarcinoma, digital papillary (C44._)"
8408,3,0,"Adenocarcinoma, eccrine papillary (C44._)"
8408,3,0,"Adenocarcinoma, papillary digital (C44._)"
8408,3,0,"Adenocarcinoma, papillary eccrine (C44._)"
8408,3,0,"Adenoma, aggressive digital papillary (C44._) [REPORTABLE 2021+; FOR PRE-2021, USE CODE 8408/1]"
8408,3,0,"Adenoma, digital papillary, aggressive (C44._) [REPORTABLE 2021+; FOR PRE-2021, USE CODE 8408/1]"
8408,3,0,"Adenoma, papillary, aggressive digital (C44._) [REPORTABLE 2021+; FOR PRE-2021, USE CODE 8408/1]"
8408,3,0,"Aggressive digital papillary adenoma (C44._) [REPORTABLE 2021+; FOR PRE-2021, USE CODE 8408/1]"
8408,3,0,"Aggressive papillary adenoma, digital (C44._) [REPORTABLE 2021+; FOR PRE-2021, USE CODE 8408/1]"
8408,3,0,"Digital papillary adenoma, aggressive (C44._) [REPORTABLE 2021+; FOR PRE-2021, USE CODE 8408/1]"
8408,3,0,"Eccrine adenocarcinoma, papillary (C44._)"
8408,3,0,Eccrine papillary adenocarcinoma (C44._)
8408,3,0,"Papillary adenocarcinoma, digital (C44._)"
8408,3,0,"Papillary adenocarcinoma, eccrine (C44._)"
8408,3,0,"Papillary adenoma, aggressive digital (C44._) [REPORTABLE 2021+]"
8409,0,1,Eccrine poroma (C44._)
8409,0,0,"Poroma, eccrine (C44._)"
8409,2,1,Porocarcinoma in situ [2022+]
8409,2,0,In situ porocarcinoma [2022+]
8409,3,1,Porocarcinoma (C44._)
8409,3,0,"Eccrine poroma, malignant (C44._)"
8409,3,0,"Poroma, eccrine, malignant (C44._)"
8410,0,1,Sebaceous adenoma (C44._)
8410,0,0,"Adenoma, sebaceous (C44._)"
8410,0,0,"Epithelioma, sebaceous (C44._)"
8410,0,0,Sebaceous epithelioma (C44._)
8410,3,1,Sebaceous carcinoma (C44._)
8410,3,0,"Adenocarcinoma, sebaceous (C44._)"
8410,3,0,"Carcinoma, sebaceous (C44._)"
8410,3,0,Sebaceous adenocarcinoma (C44._)
8413,3,1,Eccrine adenocarcinoma (C44._)
8413,3,0,"Adenocarcinoma, eccrine, NOS (C44._)"
8420,0,1,Ceruminous adenoma (C44.2)
8420,3,1,Ceruminous adenocarcinoma (C44.2)
8420,3,0,"Adenocarcinoma, ceruminous (C44.2)"
8420,3,0,"Adenoma, ceruminous (C44.2)"
8420,3,0,"Carcinoma, ceruminous (C44.2)"
8420,3,0,Ceruminous carcinoma (C44.2)
8430,1,1,Mucoepidermoid tumor [obs]
8430,1,0,"Tumor, mucoepidermoid [obs]"
8430,3,1,Mucoepidermoid carcinoma
8430,3,0,"Carcinoma, mucoepidermoid"
8440,0,1,"Cystadenoma, NOS"
8440,0,0,"Cystoma, NOS"
8440,3,1,"Cystadenocarcinoma, NOS"
8441,0,1,"Serous cystadenoma, NOS"
8441,0,0,"Adenoma, microcystic, serous"
8441,0,0,"Adenoma, serous microcystic"
8441,0,0,"Cystadenoma, serous, NOS"
8441,0,0,"Cystoma, serous"
8441,0,0,"Microcystic adenoma, serous"
8441,0,0,"Serous adenoma, microcystic"
8441,0,0,Serous cystoma
8441,0,0,Serous microcystic adenoma
8441,2,1,"Serous endometrial [tubal] intraepithelial carcinoma (C54._, C55.9 [C57.0]) "
8441,2,0,"Carcinoma, intraepithelial, serous endometrial (C54._, C55.9) "
8441,2,0,"Carcinoma, intraepithelial, serous tubal (C57.0) "
8441,2,0,"Carcinoma, serous endometrial [tubal] intraepithelial (C54._, C55.9 [C57.0]) "
8441,2,0,"Endometrial intraepithelial carcinoma, serous (C54._, C55.9) "
8441,2,0,"Intraepithelial carcinoma, serous endometrial (C54._, C55.9) "
8441,2,0,"Intraepithelial carcinoma, serous tubal (C57.0) "
8441,2,0,"Intraepithelial serous endometrial [tubal] carcinoma (C54._, C55.9 [C57.0]) "
8441,2,0,"Serous endometrial intraepithelial carcinoma (C54._, C55.9) "
8441,2,0,Serous tubal intraepithelial carcinoma (C57.0)
8441,2,0,"Tubal intraepithelial carcinoma, serous (C57.0) "
8441,3,1,"Serous carcinoma, NOS"
8441,3,0,"Adenocarcinoma, papillary, serous (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Adenocarcinoma, serous, NOS"
8441,3,0,"Adenocarcinoma, serous, papillary (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Carcinoma, papillary, serous surface (C56.9) [2021+. FOR PRE-2021, USE CODE 8461/3.]"
8441,3,0,"Carcinoma, serous surface papillary (C56.9) [2021+. FOR PRE-2021, USE CODE 8461/3.]"
8441,3,0,"Carcinoma, serous, NOS"
8441,3,0,"Cystadenocarcinoma, papillary serous (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Cystadenocarcinoma, serous, NOS (C56.9)"
8441,3,0,"Papillary adenocarcinoma, serous (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Papillary carcinoma, serous surface (C56.9) [2021+. FOR PRE-2021, USE CODE 8461/3.]"
8441,3,0,"Papillary cystadenocarcinoma, serous (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Papillary serous adenocarcinoma (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Papillary serous cystadenocarcinoma (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Serous adenocarcinoma, NOS"
8441,3,0,"Serous adenocarcinoma, papillary (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Serous cystadenocarcinoma, NOS (C56.9)"
8441,3,0,"Serous cystadenocarcinoma, papillary (C56.9) [2021+. FOR PRE-2021, USE CODE 8460/3.]"
8441,3,0,"Serous surface carcinoma, papillary (C56.9) [2021+. FOR PRE-2021, USE CODE 8461/3.]"
8441,3,0,"Serous surface papillary carcinoma (C56.9) [2021+. FOR PRE-2021, USE CODE 8461/3.]"
8441,3,0,"Surface papillary carcinoma, serous (C56.9) [2021+. FOR PRE-2021, USE CODE 8461/3.]"
8442,1,1,"Serous cystadenoma, borderline malignancy (C56.9)"
8442,1,0,Atypical proliferating serous tumor (C56.9)
8442,1,0,"Cystadenoma, serous, borderline malignancy (C56.9)"
8442,1,0,"Low malignant potential, serous tumor, NOS (C56.9)"
8442,1,0,"Proliferating serous tumor, atypical (C56.9)"
8442,1,0,"Serous tumor, atypical proliferating (C56.9)"
8442,1,0,"Serous tumor, NOS, of low malignant potential (C56.9)"
8442,1,0,"Tumor, serous, atypical proliferating (C56.9)"
8442,1,0,"Tumor, serous, NOS, of low malignant potential (C56.9)"
8443,0,1,Clear cell cystadenoma (C56.9)
8443,0,0,"Cystadenoma, clear cell (C56.9)"
8444,1,1,Clear cell cystic tumor of borderline malignancy (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] 
8444,1,0,Atypical proliferating clear cell tumor (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] 
8444,1,0,"Clear cell tumor, atypical proliferating (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] "
8444,1,0,"Cystic clear cell, tumor of borderline malignancy (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] "
8444,1,0,"Cystic tumor, clear cell, borderline malignancy (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] "
8444,1,0,"Proliferating clear cell tumor, atypical (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] "
8444,1,0,"Tumor, clear cell, atypical proliferating (C56.9) [obs] [PRE-2021 ONLY. FOR 2021+ USE CODE 8313/1.] "
